Sno,server_id,module_name,Generated_on,avg_percentage_activities_visited,total_comments_by_all_users,number_of_students
0,rj1,[u'English Beginner'],13 November 2018,4.27807486631016,0,11
1,rj1,[u'English Elementary'],13 November 2018,1.45502645502646,0,9
2,rj1,[u'Understanding Motion'],13 November 2018,15.6075808249721,0,13
3,rj10,[u'Atomic Structure'],26 November 2018,2.04081632653061,0,3
4,rj10,[u'Basic Astronomy'],26 November 2018,5.92592592592593,0,3
5,rj10,[u'Ecosystem'],26 November 2018,26.2820512820513,0,3
6,rj10,[u'English Beginner'],26 November 2018,8.76225490196078,0,9
7,rj10,[u'English Elementary'],26 November 2018,5.60897435897436,0,8
8,rj10,[u'Geometric Reasoning Part I'],26 November 2018,17.0127353266888,0,12
9,rj10,[u'Geometric Reasoning Part II'],26 November 2018,31.5686274509804,0,10
10,rj10,[u'Health and Disease'],26 November 2018,12.2549019607843,0,3
11,rj10,[u'Linear Equations'],26 November 2018,23.9495798319328,3,19
12,rj10,[u'Pre-CLIx Survey'],26 November 2018,15,0,16
13,rj10,[u'Proportional Reasoning'],26 November 2018,38.8067157861208,0,10
14,rj10,[u'Reflecting on Values'],26 November 2018,1.21951219512195,0,2
15,rj10,[u'Sound'],26 November 2018,2.08333333333333,0,6
16,rj10,[u'Understanding Motion'],26 November 2018,2.89855072463768,0,2
17,rj100,[u'Atomic Structure'],14 November 2018,35.1020408163265,0,30
18,rj100,[u'Basic Astronomy'],14 November 2018,37.4444444444444,0,20
19,rj100,[u'Ecosystem'],14 November 2018,17.5480769230769,0,16
20,rj100,[u'English Beginner'],14 November 2018,1.47058823529412,0,1
21,rj100,[u'English Elementary'],14 November 2018,0.793650793650794,0,3
22,rj100,[u'Geometric Reasoning Part I'],14 November 2018,65.6552810077519,0,48
23,rj100,[u'Geometric Reasoning Part II'],14 November 2018,52.5405861269239,0,31
24,rj100,[u'Linear Equations'],14 November 2018,65.3061224489796,0,7
25,rj100,[u'Post-CLIx Survey'],14 November 2018,25,0,2
26,rj100,[u'Pre-CLIx Survey'],14 November 2018,56.875,0,16
27,rj100,[u'Proportional Reasoning'],14 November 2018,31.5086569744955,0,14
28,rj100,[u'Reflecting on Values'],14 November 2018,1.21951219512195,0,1
29,rj100,[u'Sound'],14 November 2018,68.8186813186813,0,13
30,rj100,[u'Understanding Motion'],14 November 2018,25.7818459191457,0,19
31,rj13,[u'Atomic Structure'],27 November 2018,29.8919567827131,0,17
32,rj13,[u'Basic Astronomy'],27 November 2018,6.66666666666667,0,4
33,rj13,[u'Ecosystem'],27 November 2018,3.32167832167832,0,11
34,rj13,[u'English Beginner'],27 November 2018,1.49739583333333,0,12
35,rj13,[u'English Elementary'],27 November 2018,1.19047619047619,0,6
36,rj13,[u'Geometric Reasoning Part I'],27 November 2018,47.2799003322259,4,62
37,rj13,[u'Geometric Reasoning Part II'],27 November 2018,11.0326797385621,0,25
38,rj13,[u'Health and Disease'],27 November 2018,1.47058823529412,0,4
39,rj13,[u'Post-CLIx Survey'],27 November 2018,95,0,2
40,rj13,[u'Pre-CLIx Survey'],27 November 2018,88,0,50
41,rj13,[u'Proportional Reasoning'],27 November 2018,14.7157190635451,0,23
42,rj13,[u'Reflecting on Values'],27 November 2018,12.5,0,4
43,rj13,[u'Sound'],27 November 2018,3.57142857142857,0,3
44,rj13,[u'Understanding Motion'],27 November 2018,0.966183574879227,0,3
45,rj15,[u'Atomic Structure'],26 November 2018,4.08163265306123,0,25
46,rj15,[u'Basic Astronomy'],26 November 2018,30.4634920634921,0,25
47,rj15,[u'English Beginner'],26 November 2018,4.63800904977376,0,13
48,rj15,[u'English Elementary'],26 November 2018,2.38095238095238,0,4
49,rj15,[u'Geometric Reasoning Part I'],26 November 2018,9.52380952380952,0,3
50,rj15,[u'Linear Equations'],26 November 2018,0,0,1
51,rj15,[u'Post-CLIx Survey'],26 November 2018,0,0,1
52,rj15,[u'Pre-CLIx Survey'],26 November 2018,3.33333333333333,0,3
53,rj15,[u'Proportional Reasoning'],26 November 2018,0,0,1
54,rj15,[u'Sound'],26 November 2018,0.892857142857143,0,2
55,rj15,[u'Understanding Motion'],26 November 2018,0.483091787439613,0,3
56,rj18,[u'Basic Astronomy'],20 November 2018,0,0,1
57,rj18,[u'English Beginner'],20 November 2018,69.1176470588235,110,11
58,rj18,[u'English Elementary'],20 November 2018,0,0,3
59,rj18,[u'Geometric Reasoning Part I'],20 November 2018,14.2857142857143,0,1
60,rj18,[u'Pre-CLIx Survey'],20 November 2018,96.304347826087,0,23
61,rj18,[u'Proportional Reasoning'],20 November 2018,8.69565217391304,0,1
62,rj2,[u'Atomic Structure'],24 November 2018,15.8657011191573,0,31
63,rj2,[u'Basic Astronomy'],24 November 2018,25.0918964076859,0,38
64,rj2,[u'Ecosystem'],24 November 2018,4.80769230769231,0,6
65,rj2,[u'English Beginner'],24 November 2018,1.91701680672269,0,14
66,rj2,[u'English Elementary'],24 November 2018,9.72527472527473,0,20
67,rj2,[u'Geometric Reasoning Part I'],24 November 2018,53.5714285714286,0,2
68,rj2,[u'Geometric Reasoning Part II'],24 November 2018,3.92156862745098,0,3
69,rj2,[u'Health and Disease'],24 November 2018,5.29411764705882,0,5
70,rj2,[u'Pre-CLIx Survey'],24 November 2018,0,0,1
71,rj2,[u'Proportional Reasoning'],24 November 2018,7.45341614906832,0,7
72,rj2,[u'Reflecting on Values'],24 November 2018,2.4390243902439,0,5
73,rj2,[u'Sound'],24 November 2018,3.03571428571429,0,10
74,rj2,[u'Understanding Motion'],24 November 2018,1.57004830917874,0,12
75,rj22,[u'Atomic Structure'],27 November 2018,2.04081632653061,0,1
76,rj22,[u'Basic Astronomy'],27 November 2018,30.2028218694885,0,18
77,rj22,[u'English Beginner'],27 November 2018,5.03008021390374,0,11
78,rj22,[u'English Elementary'],27 November 2018,1.19047619047619,0,6
79,rj22,[u'Geometric Reasoning Part I'],27 November 2018,48.7790697674419,0,30
80,rj22,[u'Geometric Reasoning Part II'],27 November 2018,35.3715170278638,0,19
81,rj22,[u'Health and Disease'],27 November 2018,2.05882352941176,0,5
82,rj22,[u'Linear Equations'],27 November 2018,23.2142857142857,0,8
83,rj22,[u'Pre-CLIx Survey'],27 November 2018,2.5,0,2
84,rj22,[u'Reflecting on Values'],27 November 2018,1.21951219512195,0,3
85,rj22,[u'Sound'],27 November 2018,1.78571428571429,0,3
86,rj22,[u'Understanding Motion'],27 November 2018,72.6708074534161,0,14
87,rj23,[u'Basic Astronomy'],17 November 2018,23.3333333333333,0,4
88,rj23,[u'English Beginner'],17 November 2018,0,0,1
89,rj23,[u'English Elementary'],17 November 2018,19.6428571428571,0,2
90,rj23,[u'Geometric Reasoning Part I'],17 November 2018,19.047619047619,0,3
91,rj23,[u'Geometric Reasoning Part II'],17 November 2018,14.7058823529412,0,2
92,rj23,[u'Health and Disease'],17 November 2018,0,0,1
93,rj23,[u'Pre-CLIx Survey'],17 November 2018,0,0,1
94,rj23,[u'Sound'],17 November 2018,8.92857142857143,0,1
95,rj23,[u'Understanding Motion'],17 November 2018,2.89855072463768,0,3
96,rj25,[u'Atomic Structure'],10 November 2018,2.04081632653061,0,4
97,rj25,[u'Basic Astronomy'],10 November 2018,25.7142857142857,0,14
98,rj25,[u'Ecosystem'],10 November 2018,1.92307692307692,0,2
99,rj25,[u'English Beginner'],10 November 2018,18.6366421568627,0,15
100,rj25,[u'English Elementary'],10 November 2018,0,0,1
101,rj25,[u'Geometric Reasoning Part I'],10 November 2018,36.1811637974429,0,33
102,rj25,[u'Geometric Reasoning Part II'],10 November 2018,43.3180364344319,0,47
103,rj25,[u'Health and Disease'],10 November 2018,1.47058823529412,0,2
104,rj25,[u'Linear Equations'],10 November 2018,50,0,2
105,rj25,[u'Pre-CLIx Survey'],10 November 2018,84.1666666666667,0,18
106,rj25,[u'Proportional Reasoning'],10 November 2018,18.3574879227053,0,18
107,rj25,[u'Sound'],10 November 2018,0,0,1
108,rj26,[u'Atomic Structure'],20 November 2018,3.91156462585034,0,12
109,rj26,[u'Basic Astronomy'],20 November 2018,21.4896214896215,0,26
110,rj26,[u'Ecosystem'],20 November 2018,7.69230769230769,0,5
111,rj26,[u'English Beginner'],20 November 2018,13.7714460784314,0,27
112,rj26,[u'English Elementary'],20 November 2018,6.96918024504231,0,29
113,rj26,[u'Geometric Reasoning Part I'],20 November 2018,5.19480519480519,0,11
114,rj26,[u'Geometric Reasoning Part II'],20 November 2018,6.02652825836217,0,17
115,rj26,[u'Health and Disease'],20 November 2018,15.2406417112299,0,11
116,rj26,[u'Linear Equations'],20 November 2018,0,0,1
117,rj26,[u'Post-CLIx Survey'],20 November 2018,0,0,3
118,rj26,[u'Pre-CLIx Survey'],20 November 2018,45,0,18
119,rj26,[u'Proportional Reasoning'],20 November 2018,30.4887928706454,0,23
120,rj26,[u'Reflecting on Values'],20 November 2018,7.92682926829268,0,10
121,rj26,[u'Sound'],20 November 2018,2.18253968253968,0,9
122,rj26,[u'Understanding Motion'],20 November 2018,3.07971014492754,0,8
123,rj27,[u'Atomic Structure'],17 November 2018,3.57142857142857,0,12
124,rj27,[u'Basic Astronomy'],17 November 2018,19.047619047619,0,30
125,rj27,[u'Ecosystem'],17 November 2018,9.06593406593407,0,7
126,rj27,[u'English Beginner'],17 November 2018,4.66196895424837,2,9
127,rj27,[u'English Elementary'],17 November 2018,0,0,2
128,rj27,[u'Geometric Reasoning Part I'],17 November 2018,12.3949579831933,0,17
129,rj27,[u'Geometric Reasoning Part II'],17 November 2018,13.7254901960784,0,6
130,rj27,[u'Health and Disease'],17 November 2018,2.94117647058823,0,3
131,rj27,[u'Linear Equations'],17 November 2018,14.2857142857143,0,2
132,rj27,[u'Pre-CLIx Survey'],17 November 2018,68.4615384615385,0,13
133,rj27,[u'Proportional Reasoning'],17 November 2018,9.57829355998692,0,7
134,rj27,[u'Reflecting on Values'],17 November 2018,1.82926829268293,0,2
135,rj27,[u'Sound'],17 November 2018,3.57142857142857,0,1
136,rj27,[u'Understanding Motion'],17 November 2018,1.93236714975845,0,6
137,rj28,[u'Basic Astronomy'],10 November 2018,13.3333333333333,0,1
138,rj28,[u'Geometric Reasoning Part I'],10 November 2018,7.14285714285714,0,1
139,rj28,[u'Pre-CLIx Survey'],10 November 2018,8.75,0,4
140,rj31,[u'Atomic Structure'],16 November 2018,9.0702947845805,1,18
141,rj31,[u'Basic Astronomy'],16 November 2018,15.6676003734827,0,17
142,rj31,[u'Ecosystem'],16 November 2018,1.28205128205128,0,3
143,rj31,[u'English Beginner'],16 November 2018,1.47058823529412,0,4
144,rj31,[u'English Elementary'],16 November 2018,1.50641025641026,0,10
145,rj31,[u'Geometric Reasoning Part I'],16 November 2018,8.03571428571429,0,8
146,rj31,[u'Geometric Reasoning Part II'],16 November 2018,4.41176470588235,0,8
147,rj31,[u'Health and Disease'],16 November 2018,1.47058823529412,0,2
148,rj31,[u'Linear Equations'],16 November 2018,42.8571428571429,0,1
149,rj31,[u'Post-CLIx Survey'],16 November 2018,6.25,0,4
150,rj31,[u'Pre-CLIx Survey'],16 November 2018,68.1818181818182,0,22
151,rj31,[u'Proportional Reasoning'],16 November 2018,21.3408426665974,0,31
152,rj31,[u'Reflecting on Values'],16 November 2018,2.03252032520325,0,3
153,rj31,[u'Sound'],16 November 2018,1.78571428571429,0,1
154,rj31,[u'Understanding Motion'],16 November 2018,2.53623188405797,0,4
155,rj32,[u'English Beginner'],20 November 2018,0,0,1
156,rj32,[u'English Elementary'],20 November 2018,2.00892857142857,0,16
157,rj32,[u'Understanding Motion'],20 November 2018,3.35144927536232,0,16
158,rj33,[u'Atomic Structure'],24 November 2018,15.1515151515152,0,33
159,rj33,[u'Basic Astronomy'],24 November 2018,8.35714285714286,0,20
160,rj33,[u'Ecosystem'],24 November 2018,6.73076923076923,0,4
161,rj33,[u'English Beginner'],24 November 2018,14.3099547511312,3,26
162,rj33,[u'English Elementary'],24 November 2018,1.28663003663004,0,10
163,rj33,[u'Geometric Reasoning Part I'],24 November 2018,25,2,8
164,rj33,[u'Geometric Reasoning Part II'],24 November 2018,3.7037037037037,0,3
165,rj33,[u'Health and Disease'],24 November 2018,32.5557809330629,0,29
166,rj33,[u'Linear Equations'],24 November 2018,9.52380952380952,0,3
167,rj33,[u'Post-CLIx Survey'],24 November 2018,0,0,1
168,rj33,[u'Pre-CLIx Survey'],24 November 2018,67.1666666666667,0,30
169,rj33,[u'Proportional Reasoning'],24 November 2018,6.19619701427482,0,8
170,rj33,[u'Reflecting on Values'],24 November 2018,2.03252032520325,0,6
171,rj33,[u'Sound'],24 November 2018,6.42857142857143,0,5
172,rj33,[u'Understanding Motion'],24 November 2018,10.7551487414188,0,19
173,rj36,[u'Basic Astronomy'],12 November 2018,21.7529330572809,0,23
174,rj36,[u'English Beginner'],12 November 2018,14.7058823529412,0,1
175,rj36,[u'English Elementary'],12 November 2018,0,0,1
176,rj36,[u'Geometric Reasoning Part I'],12 November 2018,0,0,5
177,rj36,[u'Geometric Reasoning Part II'],12 November 2018,0,0,2
178,rj36,[u'Health and Disease'],12 November 2018,5.29411764705882,0,5
179,rj36,[u'Linear Equations'],12 November 2018,51.0204081632653,0,7
180,rj36,[u'Pre-CLIx Survey'],12 November 2018,5,0,4
181,rj36,[u'Understanding Motion'],12 November 2018,6.76328502415459,0,3
182,rj4,[u'Atomic Structure'],28 November 2018,3.26530612244898,0,5
183,rj4,[u'Basic Astronomy'],28 November 2018,20.0751879699248,0,19
184,rj4,[u'English Beginner'],28 November 2018,6.51180926916221,0,33
185,rj4,[u'English Elementary'],28 November 2018,2.01881451881452,0,11
186,rj4,[u'Geometric Reasoning Part I'],28 November 2018,16.6666666666667,0,12
187,rj4,[u'Geometric Reasoning Part II'],28 November 2018,5.88235294117647,0,2
188,rj4,[u'Health and Disease'],28 November 2018,2.20588235294118,0,4
189,rj4,[u'Linear Equations'],28 November 2018,21.4285714285714,0,4
190,rj4,[u'Proportional Reasoning'],28 November 2018,0,0,1
191,rj4,[u'Reflecting on Values'],28 November 2018,0,0,1
192,rj4,[u'Sound'],28 November 2018,3.92857142857143,0,5
193,rj4,[u'Understanding Motion'],28 November 2018,15.4808959156785,0,22
194,rj41,[u'Atomic Structure'],22 November 2018,2.04081632653061,0,2
195,rj41,[u'Ecosystem'],22 November 2018,4.48717948717949,0,6
196,rj41,[u'English Beginner'],22 November 2018,5.08021390374331,0,11
197,rj41,[u'English Elementary'],22 November 2018,5.55555555555555,0,3
198,rj41,[u'Pre-CLIx Survey'],22 November 2018,83.6363636363636,0,11
199,rj41,[u'Reflecting on Values'],22 November 2018,0,0,1
200,rj41,[u'Understanding Motion'],22 November 2018,0,0,1
201,rj44,[u'Basic Astronomy'],28 November 2018,4,0,10
202,rj44,[u'Ecosystem'],28 November 2018,7.57211538461538,0,16
203,rj44,[u'English Elementary'],28 November 2018,0,0,1
204,rj44,[u'Geometric Reasoning Part I'],28 November 2018,7.14285714285714,0,2
205,rj44,[u'Proportional Reasoning'],28 November 2018,24.901185770751,0,11
206,rj45,[u'English Elementary'],16 November 2018,0,0,1
207,rj45,[u'Geometric Reasoning Part I'],16 November 2018,15.5612244897959,0,14
208,rj45,[u'Geometric Reasoning Part II'],16 November 2018,8.75350140056022,0,7
209,rj45,[u'Health and Disease'],16 November 2018,0,0,1
210,rj45,[u'Linear Equations'],16 November 2018,0,0,1
211,rj45,[u'Pre-CLIx Survey'],16 November 2018,89.5833333333333,0,12
212,rj47,[u'Atomic Structure'],28 November 2018,14.6258503401361,0,12
213,rj47,[u'Basic Astronomy'],28 November 2018,0,0,1
214,rj47,[u'English Beginner'],28 November 2018,8.18432486631016,0,22
215,rj47,[u'English Elementary'],28 November 2018,22.4587912087912,0,14
216,rj47,[u'Geometric Reasoning Part I'],28 November 2018,53.5714285714286,0,9
217,rj47,[u'Geometric Reasoning Part II'],28 November 2018,5.88235294117647,0,2
218,rj47,[u'Pre-CLIx Survey'],28 November 2018,10,0,1
219,rj49,[u'Atomic Structure'],24 November 2018,20.0680272108844,0,18
220,rj49,[u'Basic Astronomy'],24 November 2018,19.1353383458647,0,38
221,rj49,[u'Ecosystem'],24 November 2018,15.158371040724,0,17
222,rj49,[u'English Beginner'],26 November 2018,7.05422794117647,0,8
223,rj49,[u'English Elementary'],26 November 2018,9.70238095238095,0,20
224,rj49,[u'Geometric Reasoning Part I'],26 November 2018,42.9563492063492,0,18
225,rj49,[u'Geometric Reasoning Part II'],26 November 2018,30.5882352941176,0,5
226,rj49,[u'Health and Disease'],24 November 2018,5.88235294117647,0,3
227,rj49,[u'Linear Equations'],24 November 2018,22.4089635854342,0,12
228,rj49,[u'Post-CLIx Survey'],24 November 2018,0,0,1
